location,latitude,longitude,zone,property_type,bhk,total_sqft,price_per_sqft,price_2021,price_2022,price_2023,price_2024,price_2025,annual_growth_rate_pct,metro_access,distance_to_it_hub_km,kiii,distance_to_airport_km
Indiranagar,12.9787,77.6389,East,Villa,4,2960,19200,12889,13912,15489,17245,19200,11.89,Yes,7.3,3.8,33.4
Jayanagar,12.9248,77.5948,South,Apartment,2,860,14750,10366,11090,12196,13412,14750,10.82,Yes,9.1,3.5,40.7
Devanahalli,13.2422,77.7183,North,Apartment,2,970,9300,5000,5636,6660,7870,9300,19.41,No,30,7.5,7.9
Jayanagar,12.9273,77.5951,South,Apartment,2,1130,15050,10578,11316,12444,13685,15050,9.06,Yes,9.8,3.5,36.8
Nagarbhavi,12.9653,77.4997,West,Apartment,2,930,5800,4727,4915,5194,5489,5800,4.85,No,18,6.5,37.9
ITPL,12.9809,77.7302,East,Apartment,2,1120,11550,7355,8020,9057,10228,11550,13.43,No,1.5,14.3,35.5
Koramangala,12.9359,77.6257,South,Apartment,4,3150,22350,13991,15308,17366,19701,22350,12.28,No,5.4,4.7,41.1
Koramangala,12.9372,77.6229,South,Apartment,3,2030,22350,13991,15308,17366,19701,22350,14.68,No,5,4.8,38.4
Gottigere,12.8675,77.5969,South,Apartment,2,900,7100,5232,5546,6022,6539,7100,8.56,No,10.3,9.7,49.5
Kengeri,12.9139,77.4845,West,Apartment,3,1800,5950,4654,4877,5211,5568,5950,7.78,Yes,21.8,9.2,41.6
Banashankari,12.9349,77.553,South,Apartment,1,570,8850,6922,7254,7751,8282,8850,6.04,Yes,11.4,4.6,41.7
Yelahanka,13.1021,77.5974,North,Apartment,3,1970,10400,5948,6624,7699,8948,10400,16.55,No,21.8,4.7,12.4
Kengeri,12.9168,77.486,West,Builder Floor,3,2030,6000,4693,4918,5255,5615,6000,5.9,Yes,22,8.5,44.3
Varthur,12.9477,77.7449,East,Apartment,2,1110,7200,4748,5143,5753,6436,7200,12.44,No,3.6,13.6,42.3
Malleshwaram,13.0001,77.5692,North,Apartment,3,2120,14250,12958,13194,13537,13889,14250,2.83,Yes,12.7,3.3,26.2
Kengeri,12.9137,77.4892,West,Apartment,1,530,5450,4263,4467,4773,5100,5450,6.29,Yes,21.1,9.8,44.7
Kengeri,12.9114,77.4849,West,Apartment,2,860,6150,4811,5042,5387,5756,6150,5.95,Yes,20.3,8.5,46.9
ITPL,12.9808,77.7314,East,Apartment,2,1230,10200,6496,7084,7999,9033,10200,11.85,No,1.6,12.8,36.4
Jayanagar,12.9236,77.5903,South,Builder Floor,1,640,14800,10402,11128,12238,13458,14800,9.42,Yes,9.6,3.5,34.7
Devanahalli,13.2478,77.7165,North,Apartment,1,610,8400,4517,5091,6016,7109,8400,16.3,No,32.3,8.5,7.6
Bannerghatta Road,12.8765,77.5928,South,Apartment,1,560,9550,5978,6541,7420,8418,9550,12.3,No,8.3,6.2,42.2
Kengeri,12.919,77.4829,West,Builder Floor,2,1160,5700,4458,4672,4992,5334,5700,6.22,Yes,19.5,9.9,40
Kanakapura Road,12.8587,77.5891,South,Apartment,3,2080,8450,5830,6259,6918,7646,8450,11.02,Yes,7.2,8.5,44.5
JP Nagar,12.9088,77.5822,South,Builder Floor,1,490,9900,7157,7615,8311,9071,9900,7.85,Yes,9.3,6.8,42.4
Bellandur,12.9276,77.6825,East,Apartment,3,1500,13000,7741,8553,9834,11307,13000,13.36,No,4.1,11,41.6
Hebbal,13.0395,77.5942,North,Apartment,4,2810,16700,11212,12101,13473,15000,16700,10.51,No,10.3,7.3,19.2
Thanisandra,13.0575,77.629,North,Builder Floor,3,1840,9100,5746,6276,7103,8040,9100,14.18,No,13.2,6.7,19.8
Manyata Tech Park,13.047,77.6243,North,Villa,3,1960,12700,8375,9071,10148,11353,12700,10.2,No,0.5,6.5,18.7
Kanakapura Road,12.8662,77.5807,South,Builder Floor,2,1120,7950,5484,5888,6508,7193,7950,9.33,Yes,7.9,8.1,48.3
Jayanagar,12.9252,77.5958,South,Villa,1,670,15800,11104,11879,13064,14367,15800,9.49,Yes,10,3.9,39
Marathahalli,12.9574,77.6974,East,Apartment,2,950,8550,5399,5897,6674,7554,8550,13.71,No,3.1,9.5,39.4
HSR Layout,12.9118,77.6425,South,Builder Floor,3,2110,14850,8631,9581,11088,12832,14850,15.31,No,6.2,8.4,43.5
Thanisandra,13.0607,77.6228,North,Apartment,1,690,8750,5524,6034,6830,7731,8750,14.42,No,11,6.8,18.9
Koramangala,12.9365,77.6248,South,Villa,3,1950,20600,12896,14110,16007,18159,20600,11.72,No,4.7,5,39
Banashankari,12.9348,77.552,South,Apartment,2,1170,8850,6922,7254,7751,8282,8850,6.87,Yes,10.2,4.8,41.7
Richmond Town,12.9618,77.5996,Central,Apartment,1,680,15600,12203,12788,13664,14600,15600,7.18,Yes,11.2,3,33.2
Anjanapura,12.8522,77.5683,South,Apartment,3,2010,6250,4791,5040,5415,5818,6250,7.83,No,11.6,9.5,45.5
Kengeri,12.9182,77.4822,West,Apartment,2,1010,5600,4380,4590,4905,5241,5600,5.94,Yes,19.1,8.9,41.2
Jayanagar,12.9289,77.5941,South,Villa,3,1630,15400,10823,11579,12734,14004,15400,10.49,Yes,10,3.8,39.1
Banashankari,12.9286,77.5545,South,Builder Floor,3,1810,8200,6413,6721,7182,7674,8200,6.86,Yes,9.9,4.7,35.3
Sarjapur Road,12.9034,77.6862,East,Apartment,3,1620,11100,6719,7400,8471,9697,11100,15.23,No,4.9,11.7,45.3
Rajajinagar,12.9884,77.5502,West,Apartment,3,2020,12650,10098,10541,11202,11904,12650,5.38,Yes,13.5,4.3,32.7
Hennur,13.0345,77.6414,North,Apartment,1,660,8050,5405,5834,6495,7231,8050,11.1,No,12.4,7,20.2
Malleshwaram,13.0081,77.5717,North,Villa,3,1310,14050,12777,13009,13347,13694,14050,2.68,Yes,14.5,3.4,29.5
RT Nagar,13.0181,77.5944,North,Apartment,2,1280,7800,6564,6783,7106,7445,7800,5.36,No,12,5.5,25.5
Kengeri,12.9169,77.4836,West,Apartment,1,520,6100,4771,5000,5343,5709,6100,6.65,Yes,18.8,9.2,41.5
Richmond Town,12.9596,77.601,Central,Villa,3,2010,13800,10794,11312,12087,12915,13800,6.69,Yes,11.6,2.7,35.4
Yelahanka,13.0963,77.5989,North,Apartment,3,1890,10250,5863,6529,7588,8819,10250,14.83,No,21.6,5.3,11.5
Jayanagar,12.9264,77.5928,South,Villa,3,1810,15400,10823,11579,12734,14004,15400,9.14,Yes,8.7,3.8,36.5
JP Nagar,12.9079,77.583,South,Apartment,2,1070,9200,6651,7077,7724,8430,9200,8.56,Yes,9.8,6.9,39.8
MG Road,12.973,77.5969,Central,Villa,3,2120,16750,13653,14195,15000,15851,16750,5.73,Yes,12.9,3,35.4
Rajarajeshwari Nagar,12.9266,77.5106,West,Apartment,1,500,7100,5389,5680,6119,6591,7100,8.08,Yes,14.2,7.9,38.7
Whitefield,12.9748,77.7506,East,Villa,3,1930,14050,6095,7168,8971,11227,14050,27.06,Yes,1.9,15,45.8
Rajajinagar,12.9873,77.5493,West,Apartment,3,2150,12750,10179,10625,11291,11998,12750,6.84,Yes,13.3,3.9,31.9
Nagarbhavi,12.9612,77.506,West,Villa,3,2200,6450,5257,5466,5776,6104,6450,5.09,No,17.7,7.3,40.8
Hennur,13.0359,77.6406,North,Apartment,2,1120,8400,5640,6087,6777,7545,8400,11.42,No,11.2,7.5,22.9
Kanakapura Road,12.8588,77.5899,South,Builder Floor,2,1040,9000,6210,6667,7368,8143,9000,10.11,Yes,8.5,8.2,47.6
Bellandur,12.9266,77.6763,East,Apartment,3,2000,13100,7800,8618,9909,11393,13100,16.1,No,4.1,11,41.3
Kanakapura Road,12.8632,77.5815,South,Apartment,2,1330,8700,6003,6445,7123,7872,8700,11.14,Yes,8.3,8.3,46.8
Jayanagar,12.9248,77.593,South,Apartment,3,1400,15700,11034,11804,12981,14276,15700,10.54,Yes,9.2,3.5,37.7
Bellandur,12.9226,77.6736,East,Apartment,3,1590,13650,8128,8980,10325,11872,13650,15.46,No,3.7,10.4,43.5
Richmond Town,12.9594,77.6003,Central,Apartment,3,1940,14700,11497,12049,12875,13757,14700,7,Yes,12.2,2.7,33.5
JP Nagar,12.9078,77.5889,South,Apartment,2,1040,9950,7194,7654,8354,9117,9950,8.56,Yes,8.2,7,37.1
Electronic City,12.843,77.6582,South,Builder Floor,3,1330,7750,4811,5273,5995,6816,7750,15.28,No,0.8,17.2,49.9
Kengeri,12.9181,77.48,West,Builder Floor,1,670,5450,4263,4467,4773,5100,5450,6.9,Yes,21.2,9.2,40.5
Indiranagar,12.9792,77.6456,East,Apartment,4,2200,21050,14132,15253,16982,18907,21050,12.86,Yes,6.6,4.2,38.1
Nagarbhavi,12.9674,77.5013,West,Apartment,2,1300,5900,4808,4999,5283,5583,5900,5.47,No,18.1,6.6,39.6
Kanakapura Road,12.8609,77.5835,South,Apartment,2,910,8250,5692,6111,6754,7465,8250,11.51,Yes,7.4,7.3,48.4
Gottigere,12.8713,77.6008,South,Builder Floor,2,1130,6850,5049,5352,5811,6309,6850,9.33,No,10.8,8.9,45.8
Gottigere,12.8723,77.6036,South,Apartment,2,1080,6300,4643,4922,5344,5802,6300,7.65,No,9,9.8,49.6
Koramangala,12.9325,77.6213,South,Apartment,2,1230,22650,14180,15514,17600,19966,22650,12.21,No,5.2,5.6,37.9
Hoodi,12.984,77.7179,East,Apartment,2,1160,9850,6382,6936,7796,8763,9850,11.53,Yes,4.2,10.9,37.5
Kengeri,12.9119,77.4841,West,Builder Floor,1,530,5750,4497,4713,5036,5381,5750,7.1,Yes,18.2,9.3,43.1
Nagarbhavi,12.9668,77.5029,West,Apartment,1,560,6250,5095,5297,5597,5915,6250,6.44,No,18.8,6.6,45.7
Kengeri,12.9147,77.4867,West,Apartment,1,490,6050,4732,4959,5299,5662,6050,6.72,Yes,18.9,9.1,40.4
Sarjapur Road,12.9015,77.6858,East,Builder Floor,2,1220,12600,7627,8400,9616,11007,12600,13.41,No,4.2,13,48.1
KR Puram,13.0105,77.7019,East,Apartment,3,1670,9650,5074,5745,6829,8118,9650,18.16,Yes,5.9,7.1,32
Jayanagar,12.9236,77.5955,South,Builder Floor,2,1030,15000,10542,11278,12403,13640,15000,10.81,Yes,10.4,3.6,39.1
MG Road,12.9711,77.6059,Central,Villa,2,1080,16500,13449,13983,14776,15614,16500,6.27,Yes,11,2.9,33
HSR Layout,12.9124,77.6366,South,Apartment,2,950,13700,7962,8839,10229,11838,13700,16.74,No,6.3,7.2,45.7
Malleshwaram,12.9997,77.5689,North,Apartment,2,1040,13750,12505,12732,13063,13402,13750,2.41,Yes,13,3.3,28.6
Gottigere,12.8736,77.6006,South,Apartment,2,1340,6950,5122,5429,5895,6401,6950,8.75,No,9.6,9.3,43
Whitefield,12.9679,77.7478,East,Apartment,2,880,13950,6052,7117,8907,11147,13950,24.29,Yes,1.9,14.2,42.6
Manyata Tech Park,13.0411,77.6217,North,Apartment,2,890,11100,7320,7928,8869,9922,11100,11.79,No,0.5,7.2,18.9
Kengeri,12.9104,77.4866,West,Apartment,1,480,5500,4302,4508,4817,5147,5500,6.42,Yes,21.2,9,46.8
ITPL,12.9865,77.7239,East,Apartment,3,1360,10550,6719,7327,8274,9343,10550,14.12,No,1.5,14.1,42.3
Kanakapura Road,12.8585,77.5843,South,Builder Floor,1,460,8600,5933,6370,7040,7781,8600,9.38,Yes,8.6,7.7,40.6
Kanakapura Road,12.864,77.5864,South,Villa,1,580,9000,6210,6667,7368,8143,9000,11.82,Yes,8,8.5,46.4
Jayanagar,12.9288,77.5934,South,Apartment,2,1010,16550,11631,12443,13684,15049,16550,10.67,Yes,9,4,38
Hulimavu,12.894,77.6108,South,Apartment,1,630,6750,4880,5192,5667,6185,6750,8.12,No,6.8,7.5,44.7
Indiranagar,12.9788,77.6424,East,Villa,2,960,19600,13159,14203,15813,17605,19600,10.59,Yes,7.3,4.3,34.4
Gottigere,12.8743,77.6005,South,Builder Floor,3,1410,6800,5011,5312,5768,6263,6800,9.57,No,9.3,9.7,41.9
Rajajinagar,12.9919,77.552,West,Apartment,3,1650,13800,11016,11499,12220,12986,13800,5.9,Yes,13.6,3.8,32.5
Kanakapura Road,12.8592,77.5807,South,Apartment,2,1350,8100,5588,6000,6631,7329,8100,11.87,Yes,8.1,7.4,43.6
Anjanapura,12.8568,77.5642,South,Apartment,2,1120,5900,4523,4758,5112,5492,5900,6.79,No,12.7,9.2,48.4
Jayanagar,12.9242,77.5949,South,Apartment,2,1150,16450,11562,12369,13602,14958,16450,11.11,Yes,10.1,3.5,39.7
Nagarbhavi,12.9648,77.505,West,Villa,3,1900,6550,5338,5550,5865,6198,6550,5.91,No,17.2,7.3,42.2
ITPL,12.9821,77.7273,East,Apartment,3,2110,11100,7069,7709,8705,9830,11100,13.48,No,1.4,14.8,41.7
Anjanapura,12.8556,77.5731,South,Builder Floor,1,650,6550,5021,5282,5675,6097,6550,6.38,No,12.2,10.9,46.9
Sarjapur Road,12.896,77.6873,East,Builder Floor,2,980,11800,7143,7867,9005,10308,11800,16.18,No,4.4,13.2,41.1
Kengeri,12.9145,77.487,West,Builder Floor,2,1330,5950,4654,4877,5211,5568,5950,6.51,Yes,18.9,9.4,46.6
Varthur,12.9445,77.7489,East,Apartment,2,940,7350,4847,5250,5873,6570,7350,10.78,No,3.4,13.3,45.4
Varthur,12.9422,77.7478,East,Apartment,2,1010,7050,4649,5035,5633,6302,7050,12.82,No,3.8,13,40.6
Manyata Tech Park,13.0462,77.6242,North,Apartment,2,880,12600,8310,9000,10068,11263,12600,12.22,No,0.5,6.6,18.8
Frazer Town,12.976,77.6181,Central,Villa,3,1870,12200,10157,10518,11051,11611,12200,4.79,No,11,3.7,36.4
Devanahalli,13.2476,77.7161,North,Builder Floor,2,1080,9200,4947,5576,6589,7786,9200,20.42,No,30.6,8.6,7.4
Kengeri,12.9156,77.4813,West,Apartment,2,1240,5450,4263,4467,4773,5100,5450,7.08,Yes,18.9,8.5,40.7
Kengeri,12.9122,77.4879,West,Villa,2,930,5900,4616,4837,5168,5522,5900,6.62,Yes,20.9,8.2,40.5
Kanakapura Road,12.8633,77.5883,South,Builder Floor,3,1480,8950,6175,6630,7327,8098,8950,9.3,Yes,7.7,8,46.4
Marathahalli,12.9592,77.7044,East,Apartment,2,880,8750,5524,6034,6830,7731,8750,13.13,No,2.9,9.6,37.9
Koramangala,12.9338,77.6208,South,Villa,4,3350,21100,13209,14452,16395,18599,21100,11.56,No,4.6,4.7,38.7
Manyata Tech Park,13.0417,77.6264,North,Apartment,2,900,12200,8046,8715,9749,10906,12200,11.08,No,0.5,7.2,20.1
Hoodi,12.9796,77.7149,East,Apartment,2,920,10550,6837,7430,8351,9386,10550,12.22,Yes,4.3,11.3,34.6
Malleshwaram,12.9997,77.5724,North,Apartment,1,650,13300,12095,12315,12635,12963,13300,2.92,Yes,12.9,3.2,27.8
Kanakapura Road,12.859,77.5839,South,Builder Floor,2,1170,9100,6279,6741,7450,8234,9100,11.75,Yes,7.6,8,43
Manyata Tech Park,13.0503,77.6226,North,Builder Floor,3,1300,12800,8442,9143,10228,11442,12800,12.25,No,0.5,7,20.3
Varthur,12.9508,77.7481,East,Apartment,1,660,7600,5013,5429,6073,6794,7600,13.32,No,3.3,13.7,44.2
Kanakapura Road,12.864,77.5898,South,Apartment,3,1390,8100,5588,6000,6631,7329,8100,11.07,Yes,7.8,7.6,40.7
Bellandur,12.9275,77.6776,East,Builder Floor,2,890,13100,7800,8618,9909,11393,13100,15.54,No,3.9,10.2,41.3
Malleshwaram,13.0083,77.5722,North,Apartment,4,2690,13000,11822,12037,12350,12671,13000,2.31,Yes,14.7,3.7,27.8
Malleshwaram,13.0077,77.5671,North,Apartment,4,3160,14500,13186,13426,13775,14133,14500,2.74,Yes,13.6,3.2,27.3
Thanisandra,13.0639,77.6277,North,Apartment,3,2030,9250,5840,6379,7220,8172,9250,11.84,No,13,6.5,18.6
Thanisandra,13.0641,77.6293,North,Builder Floor,3,1590,8800,5556,6069,6869,7775,8800,12.15,No,12.4,6.7,18.3
Gottigere,12.8679,77.6029,South,Apartment,2,1070,7100,5232,5546,6022,6539,7100,8.34,No,9.6,9,49.3
Devanahalli,13.244,77.7112,North,Apartment,3,2040,9450,5082,5728,6768,7997,9450,18.89,No,31.1,7.4,7.4
Sarjapur Road,12.9026,77.6897,East,Builder Floor,2,1000,12450,7537,8300,9501,10876,12450,14.47,No,4.1,11.3,40.8
Hebbal,13.0327,77.6011,North,Apartment,3,2020,15000,10070,10869,12101,13473,15000,11.37,No,9.2,8.6,19.1
Richmond Town,12.9629,77.6044,Central,Apartment,3,2160,14200,11106,11639,12437,13289,14200,6.15,Yes,10.7,2.9,32
Marathahalli,12.955,77.7007,East,Apartment,3,1400,9100,5746,6276,7103,8040,9100,13.34,No,2.9,10.9,42
Frazer Town,12.9806,77.6101,Central,Apartment,2,1080,12300,10239,10603,11141,11706,12300,5.43,No,10.7,4,33.9
Nagarbhavi,12.9598,77.5052,West,Builder Floor,2,900,6150,5013,5212,5508,5820,6150,5.2,No,19.2,6.8,44.5
Hoodi,12.9822,77.7128,East,Apartment,3,1360,9650,6252,6795,7638,8585,9650,11.34,Yes,4.2,12.2,35.6
Frazer Town,12.9799,77.6197,Central,Builder Floor,3,1410,11800,9823,10172,10688,11230,11800,5.2,No,11.1,3.7,33.1
Malleshwaram,12.999,77.5704,North,Villa,2,1310,13200,12004,12222,12540,12866,13200,2.37,Yes,12.9,3.8,25.3
Kengeri,12.9105,77.4891,West,Builder Floor,1,630,5700,4458,4672,4992,5334,5700,6.85,Yes,20.2,8.8,47.2
Hebbal,13.0363,77.6011,North,Apartment,3,1910,16050,10775,11630,12948,14416,16050,10.14,No,9.1,7.5,17.5
Indiranagar,12.9746,77.6419,East,Apartment,4,3390,19900,13360,14420,16054,17874,19900,12.78,Yes,6.7,4.1,39.3
Rajarajeshwari Nagar,12.9189,77.5114,West,Apartment,2,920,7650,5806,6120,6593,7102,7650,6.72,Yes,15.3,9.1,43.7
Varthur,12.9474,77.7503,East,Builder Floor,2,1200,6950,4584,4965,5554,6213,6950,10.21,No,3.6,11.8,45.4
Varthur,12.9518,77.7511,East,Builder Floor,2,1260,7800,5144,5571,6232,6972,7800,10.98,No,3.6,13.7,46.6
Sarjapur Road,12.9021,77.685,East,Apartment,3,1440,12150,7355,8100,9272,10614,12150,13,No,4.6,12,41.3
Richmond Town,12.9638,77.6031,Central,Villa,3,1860,15300,11968,12542,13401,14319,15300,6.66,Yes,10.3,2.7,37.1
Kengeri,12.9167,77.4881,West,Builder Floor,3,2050,5850,4576,4795,5124,5475,5850,6.01,Yes,20,8.5,43.1
Hulimavu,12.891,77.6124,South,Apartment,3,1350,7200,5206,5539,6045,6597,7200,10.29,No,7.6,8.2,43.6
Electronic City,12.85,77.6646,South,Builder Floor,2,900,6700,4159,4558,5183,5893,6700,13.89,No,0.8,16.6,52.5
Kanakapura Road,12.8621,77.5873,South,Builder Floor,2,1180,8350,5761,6185,6836,7555,8350,9.62,Yes,8,7.3,45.8
Gottigere,12.8694,77.5942,South,Builder Floor,3,2040,6350,4680,4961,5386,5848,6350,9.8,No,9.1,9,44.6
Gottigere,12.8697,77.5985,South,Apartment,3,1600,7150,5270,5586,6065,6585,7150,9.72,No,9.7,9.6,49.1
Bannerghatta Road,12.8796,77.6015,South,Builder Floor,3,1510,8900,5571,6095,6915,7845,8900,11.94,No,9,5.9,39.6
Sarjapur Road,12.9043,77.687,East,Apartment,3,1680,11700,7083,7800,8929,10221,11700,15.5,No,4.3,12.6,44.4
Hoodi,12.9849,77.7169,East,Apartment,3,1590,9900,6415,6972,7836,8808,9900,11.88,Yes,3.9,11.9,40.7
Hoodi,12.9787,77.7128,East,Apartment,2,890,10050,6512,7077,7955,8941,10050,10.9,Yes,4.1,11.6,39.5
Bannerghatta Road,12.8808,77.6002,South,Builder Floor,2,1150,10250,6416,7020,7964,9035,10250,11.97,No,8,7.1,46.4
Thanisandra,13.0572,77.6276,North,Builder Floor,2,980,9250,5840,6379,7220,8172,9250,13.34,No,11,7,19.1
Indiranagar,12.9774,77.6427,East,Apartment,3,1770,20250,13595,14674,16337,18189,20250,10.31,Yes,7.4,3.9,32.8
JP Nagar,12.9067,77.5854,South,Builder Floor,2,1030,9600,6940,7384,8059,8796,9600,9.08,Yes,9.5,6.8,39.8
Anjanapura,12.8525,77.5675,South,Apartment,2,850,6100,4676,4919,5285,5678,6100,6.81,No,11.4,10.9,46
Bellandur,12.9217,77.6759,East,Apartment,3,1810,13100,7800,8618,9909,11393,13100,12.92,No,3.9,11.8,42.1
Sarjapur Road,12.9037,77.6885,East,Apartment,2,960,11350,6871,7567,8662,9915,11350,13.84,No,4.6,12.1,42.2
Sarjapur Road,12.9,77.6886,East,Apartment,2,1250,11800,7143,7867,9005,10308,11800,12.98,No,4.8,12.8,41.2
Bannerghatta Road,12.8829,77.5966,South,Apartment,2,1210,9150,5728,6267,7110,8066,9150,11.46,No,7.6,6.7,43.9
Hoodi,12.9847,77.7172,East,Apartment,3,1690,10600,6869,7465,8391,9431,10600,10.55,Yes,4,10.8,41.4
Malleshwaram,12.9989,77.5719,North,Apartment,2,1170,13100,11913,12130,12445,12768,13100,2.64,Yes,12.7,3.7,28
Hebbal,13.0386,77.597,North,Apartment,4,2320,15150,10172,10979,12223,13608,15150,12.79,No,10.9,8.5,18.5
ITPL,12.9892,77.7301,East,Apartment,2,1350,11350,7228,7882,8901,10051,11350,11.98,No,1.4,14.2,39
Frazer Town,12.9817,77.6124,Central,Builder Floor,3,1840,12050,10031,10387,10914,11468,12050,5.03,No,10,4,38.8
Banashankari,12.9282,77.5507,South,Apartment,3,1470,8100,6336,6640,7095,7581,8100,6.64,Yes,10.4,4.8,36.3
Marathahalli,12.9594,77.6972,East,Apartment,2,1220,9400,5935,6483,7338,8305,9400,15.16,No,3.3,9.6,39
Kengeri,12.9165,77.4824,West,Builder Floor,3,1750,6050,4732,4959,5299,5662,6050,6.56,Yes,19.2,9.2,43.6
Rajajinagar,12.9938,77.5563,West,Builder Floor,3,1420,13000,10378,10833,11512,12233,13000,5.44,Yes,12.8,4.4,31.8
Whitefield,12.9707,77.7469,East,Apartment,3,1410,15100,6552,7705,9642,12066,15100,25.36,Yes,1.8,15.2,41.7
Kengeri,12.9106,77.485,West,Builder Floor,1,560,5500,4302,4508,4817,5147,5500,7.3,Yes,21,9.6,40.4
Jayanagar,12.9282,77.5918,South,Apartment,1,640,14200,9979,10676,11741,12912,14200,8.98,Yes,9.9,3.7,35.6
Sarjapur Road,12.8973,77.6855,East,Apartment,2,1220,12250,7415,8166,9348,10701,12250,16.25,No,4.5,12,47.1
Indiranagar,12.9784,77.6385,East,Villa,3,1410,17950,12052,13008,14482,16123,17950,10.09,Yes,6.8,4.2,37
Devanahalli,13.242,77.7106,North,Apartment,2,1070,9400,5054,5697,6732,7955,9400,15.97,No,27.4,8.6,7.4
Electronic City,12.8446,77.6559,South,Villa,2,920,7600,4717,5170,5878,6684,7600,15.66,No,0.7,18.5,60.1
Hoodi,12.9822,77.7157,East,Apartment,2,920,11150,7225,7852,8826,9920,11150,13.33,Yes,3.9,12.7,38.4
Manyata Tech Park,13.0491,77.6212,North,Builder Floor,2,990,11150,7354,7965,8910,9967,11150,12.95,No,0.5,7.2,20.2
Devanahalli,13.2514,77.719,North,Apartment,2,1280,8700,4677,5272,6230,7362,8700,20.31,No,31.4,7.8,8.3
MG Road,12.9737,77.6032,Central,Villa,2,860,15250,12429,12923,13656,14431,15250,5.51,Yes,12.3,3,36.1
Whitefield,12.9659,77.748,East,Builder Floor,2,1190,14950,6486,7628,9546,11946,14950,22.94,Yes,1.8,13.8,40.4
Kengeri,12.9199,77.488,West,Apartment,2,960,5700,4458,4672,4992,5334,5700,7.56,Yes,19.6,9.4,45.5
JP Nagar,12.91,77.5868,South,Builder Floor,2,1140,8900,6434,6846,7472,8155,8900,7.83,Yes,9.4,7.1,42.1
ITPL,12.9844,77.7247,East,Apartment,3,1990,10400,6624,7223,8156,9210,10400,11.69,No,1.4,13,39.5
Malleshwaram,13.0001,77.5716,North,Villa,2,1350,14200,12912,13147,13489,13840,14200,2.81,Yes,13.4,3.7,27
Koramangala,12.9317,77.6215,South,Apartment,3,1840,20500,12832,14040,15928,18070,20500,12.38,No,5.4,4.9,39.4
Bannerghatta Road,12.878,77.5953,South,Apartment,3,2090,9750,6103,6677,7575,8594,9750,13.24,No,7.5,6.3,45.3
Richmond Town,12.958,77.6042,Central,Builder Floor,3,1480,13550,10599,11107,11868,12681,13550,7.88,Yes,12,3,35.3
Hulimavu,12.8995,77.6174,South,Apartment,3,1520,7750,5603,5961,6506,7101,7750,8.91,No,7.9,7.7,42.2
Varthur,12.9469,77.7499,East,Apartment,2,1070,7850,5177,5607,6273,7017,7850,12.4,No,3.7,12.9,42.4
Bellandur,12.9258,77.678,East,Apartment,2,1320,13500,8039,8882,10212,11741,13500,14.47,No,3.8,11.8,42.5
KR Puram,13.0055,77.7015,East,Apartment,3,2110,8950,4705,5327,6333,7529,8950,19.44,Yes,6.2,6.3,35.6
Gottigere,12.8708,77.598,South,Apartment,1,600,6350,4680,4961,5386,5848,6350,7.71,No,9.2,8.2,48
HSR Layout,12.9142,77.6368,South,Apartment,3,1710,13700,7962,8839,10229,11838,13700,17.34,No,6.3,8,41.6
Jayanagar,12.924,77.5892,South,Apartment,3,2120,14750,10366,11090,12196,13412,14750,8.53,Yes,8.7,3.8,37.1
Kengeri,12.9111,77.4838,West,Apartment,2,1250,5650,4420,4632,4949,5288,5650,6.64,Yes,18.5,8.2,45.8
Malleshwaram,13.0029,77.5734,North,Apartment,3,1650,13650,12413,12639,12967,13304,13650,2.41,Yes,15,3.8,27.5
Nagarbhavi,12.9671,77.4998,West,Apartment,2,1230,6450,5257,5466,5776,6104,6450,5.3,No,18.5,7.3,40.1
Richmond Town,12.9645,77.6057,Central,Apartment,2,1260,13500,10559,11066,11824,12634,13500,6.01,Yes,11,2.8,34.8
KR Puram,13.0059,77.6963,East,Apartment,2,1320,9700,5100,5774,6864,8160,9700,19.42,Yes,6.5,6.3,31.6
Koramangala,12.9325,77.6229,South,Villa,3,1550,21900,13710,15000,17017,19305,21900,14.31,No,4.8,5.4,37.6
Indiranagar,12.9831,77.6427,East,Villa,2,1030,20000,13427,14492,16135,17964,20000,11.41,Yes,6.9,4.4,34
Richmond Town,12.9674,77.6029,Central,Villa,2,1280,15050,11772,12337,13182,14085,15050,6.76,Yes,12.5,2.9,35.1
Kanakapura Road,12.86,77.5818,South,Villa,3,1440,8050,5555,5964,6591,7284,8050,10.57,Yes,7.7,8.7,47
Malleshwaram,13.0029,77.5693,North,Villa,3,1630,12700,11548,11758,12064,12378,12700,2.65,Yes,14.7,3.7,30.1
Whitefield,12.9696,77.7473,East,Apartment,3,1740,15000,6508,7653,9578,11986,15000,27.11,Yes,2.1,15.7,38.2
Sarjapur Road,12.8998,77.6872,East,Apartment,3,1460,11550,6992,7700,8814,10090,11550,15.44,No,4.7,11.2,47.4
Electronic City,12.8426,77.6628,South,Builder Floor,2,1280,7400,4593,5034,5724,6508,7400,15.13,No,0.8,19.8,52.8
HSR Layout,12.9129,77.6408,South,Villa,2,1090,13850,8049,8935,10341,11968,13850,17.58,No,5.2,7.6,39.3
Hennur,13.0426,77.6419,North,Apartment,3,1740,8450,5673,6123,6817,7590,8450,11.61,No,11.3,7.7,23.8
Whitefield,12.9672,77.7522,East,Apartment,3,1450,13700,5943,6989,8747,10947,13700,27.98,Yes,1.9,15.1,42
